idx,rougeL_f1,src,ref,pred
208,0.0,"#Person1#: 엄마, 저 TV 봐도 돼요?
#Person2#: 오늘은 그만 봐, 얘야.
#Person1#: 알겠어요, 엄마. 지금 바로 TV 끌까요?
#Person2#: 그래, 얘야. 네 방 가서 책 꺼내. 이제 책 읽을 시간이야.
#Person1#: 엄마, 리모컨 어디 있어요? 못 찾겠어요.
#Person2#: 그냥 가서 책 읽어. 내가 찾을게, 얘야.",#Person2#는 #Person1#에게 독서를 추천하며 TV를 끄겠다고 합니다.,"#Person1#: 엄마, 저 TV 봐도 돼요? #Person2#: 오늘은 그만 봐, 얘야. #Person1#: 알겠어요, 엄마."
209,0.0,"#Person1#: 무슨 문제라도 있나요, 경관님?
#Person2#: 빨간불에 지나가셔서 멈췄습니다.
#Person1#: 정말로 그랬나요?
#Person2#: 몰랐나요?
#Person1#: 빨간불에 들어간 줄 몰랐어요.
#Person2#: 노란불은 속도를 줄이라는 뜻인 거 모르세요?
#Person1#: 네, 정말 몰랐어요.
#Person2#: 그런데 왜 속도를 냈어요?
#Person1#: 변명할 말이 없습니다, 죄송합니다.
#Person2#: 티켓을 발부할 수밖에 없습니다.
#Person1#: 이해합니다, 정말 죄송합니다.
#Person2#: 여기 티켓입니다.",#Person2#는 #Person1#이 빨간불에서 운전했다는 이유로 티켓을 발부합니다.,"#Person1#: 무슨 문제라도 있나요, 경관님? #Person2#: 빨간불에 지나가셔서 멈췄습니다."
210,0.0,"#Person1#: 알란 나타났어? 
#Person2#: 아니, 아직이야. 무슨 일이 생긴 것 같아. 
#Person1#: 무슨 일 있었을까? 
#Person2#: 잘 모르겠어. 별일 아니었으면 좋겠어. 
#Person1#: 지난주에 알란 여동생이 병원에 입원했거든. 
#Person2#: 진짜? 무슨 일인데? 
#Person1#: 지난주에 교통사고를 당했어. 
#Person2#: 지금은 괜찮아? 
#Person1#: 아직도 혼수상태야. 
#Person2#: 아이고, 불쌍한 알란! 부모님도 작년에 돌아가셔서 여동생밖에 없잖아.",알란의 여동생이 지난주에 교통사고를 당했습니다. #Person1#과 #Person2#는 알란을 걱정하고 있습니다.,"#Person1#: 알란 나타났어? #Person2#: 아니, 아직이야. 무슨 일이 생긴 것 같아."
211,0.0,"#Person1#: 안녕, John. 잘 지냈어?
#Person2#: 잘 지냈어, 고마워. 너는?
#Person1#: 나도 잘 지냈어, 고마워. 다시 만나서 반가워. 오랜만이야. 요새 뭐하고 지냈어?
#Person2#: 아, 별로 특별한 건 없었어. 너는 어떻게 지내?
#Person1#: 잘 지내고 있어. 요새 좀 바빴어.
#Person2#: 무슨 일로 바빴는데?
#Person1#: 시험 공부하느라 바빴어. 학교 시험이 다음 달에 시작해.
#Person2#: 정말? 시험 잘 봐.
#Person1#: 고마워. 너희 부모님은 어떻게 지내셔?
#Person2#: 두 분 다 잘 지내셔. 고마워.
#Person1#: 지금 어디 가?
#Person2#: 쇼핑 좀 하러 가. 같이 갈래?
#Person1#: 못 가. 누구 만나러 가야 해.
#Person2#: 이야기 나눠서 좋았어.
#Person1#: 잘 가. 또 봐.","#Person1#는 John과 최근 근황에 대해 이야기를 나눈다. 또한, John이 쇼핑을 함께 가자고 초대했으나, #Person1#은 다른 사람과의 약속이 있어 거절한다.","#Person1#: 안녕, John. 잘 지냈어? #Person2#: 잘 지냈어, 고마워. 너는?"
242,0.0,"#Person1#: 유로 2012 축구 토너먼트 보고 있어요?
#Person2#: 조금 봤어요. 당신은요?
#Person1#: 당연하죠. 런던에 온 이후로 축구가 정말 좋아졌어요. 1년 전 몬트리올에 있었을 땐 축구에 대해 아는 게 없었는데 말이죠.
#Person2#: 음, 저는 뉴저지 출신이에요. 미국인들은 축구에 그렇게 관심이 많지 않아요. 사실 저희는 '사커'라고 불러요. 미국인들이 '풋볼'이라고 말할 때는 미식축구를 뜻하는 거죠. 여기 온 지 2년이 되었지만 사람들이 사커를 풋볼이라고 부를 때 아직도 헷갈려요.
#Person1#: 맞아요. 당신들 미국인에게 풋볼은 큰 남자들이 헬멧을 쓰고 서로 격렬히 부딪히는 스포츠를 의미하죠.
#Person2#: 네, 미국인들은 농구처럼 빠른 스포츠를 보는 걸 더 좋아해요. 농구 선수들은 정말 놀라운 운동선수들이라고 생각해요. 그들이 할 수 있는 일은 정말 놀라워요. 그런데 사커 경기를 볼 때는 지루해져요. 골이 너무 적어요.
#Person1#: 음, 이해는 해요. 하지만 당신이 말하는 '사커'에는 단순한 골 이상의 것들이 있어요. 많은 전략이 포함되어 있죠. 유로 2012 같은 토너먼트에서는 여러 나라가 다른 스타일로 플레이하는 것을 보는 것이 정말 흥미로워요.","#Person1#과 #Person2#는 미식축구와 축구의 차이에 대해 이야기합니다. #Person2#는 축구가 지루하다고 생각하지만, #Person1#은 흥미롭다고 여깁니다.",#Person1#: 유로 2012 축구 토너먼트 보고 있어요? #Person2#: 조금 봤어요. 당신은요?
241,0.0,"#Person1#: 좀 서둘러 줄래? 우리 늦었어.
#Person2#: 알아, 가고 있어.
#Person1#: 비행기가 2시간도 안 남았어. 빨리 와.
#Person2#: 근데 지갑이 안 보여.
#Person1#: 네가 늦잠을 안 잤더라면 지금 이렇게 스트레스 받지 않았을 텐데.
#Person2#: 미안해. 알람 소리를 못 들었어. 일부러 그런 게 아니야. 내 잘못이 아니야.
#Person1#: 글쎄, 내 잘못도 아니야.
#Person2#: 아, 짜증 나. 안 보이잖아. 네가 내 지갑 어디서 봤어? 갈색 가죽으로 된 거야.
#Person1#: 주머니 확인해 봤어?
#Person2#: 당연하지. 그렇게 멍청하진 않아. 아, 잠깐만. 아, 여기 있네.
#Person1#: 역시나 놀랍지도 않아. 좋아, 신발 신어. 빨리 나가자.
#Person2#: 알았어, 알았어. 왜 공항으로 가는 급행 열차를 안 타는 거야? 택시보다 빨리 갈 거야.
#Person1#: 지금 농담이야? 택시가 훨씬 더 빠를 거야. 이런 걸 두고 다툴 시간이 없어. 그냥 내려가서 제일 먼저 보이는 택시 잡자.
#Person2#: 알았어, 알았어.
#Person1#: 또 뭐야?
#Person2#: 열쇠가 안 보여.","#Person1#은 #Person2#에게 서두르라고 하지만 #Person2#는 지갑을 찾지 못합니다. #Person1#은 불평하지만 #Person2#는 그게 본인의 잘못이 아니라고 합니다. 그들이 택시를 타려고 할 때, #Person2#는 열쇠를 찾지 못합니다.","#Person1#: 좀 서둘러 줄래? 우리 늦었어. #Person2#: 알아, 가고 있어."
240,0.0,"#Person1#: 주문하시겠습니까, 손님?
#Person2#: 네, 부탁합니다. 먼저 셰프 샐러드 주세요.
#Person1#: 셰프 샐러드로 시작하시네요. 메인 요리는 무엇으로 드릴까요?
#Person2#: 스테이크로 할게요.
#Person1#: 스테이크는 어떻게 구워드릴까요?
#Person2#: 미디엄으로 해주세요.
#Person1#: 스테이크에 곁들일 건 뭐로 하시겠습니까?
#Person2#: 완두콩과 당근 주세요.
#Person1#: 감자는요?
#Person2#: 삶은 걸로요.
#Person1#: 감사합니다.",#Person1#은 #Person2#의 전채 요리와 메인 요리 주문을 도와줍니다.,"#Person1#: 주문하시겠습니까, 손님? #Person2#: 네, 부탁합니다. 먼저 셰프 샐러드 주세요."
239,0.0,"#Person1#: 안녕하세요. 캐피탈 호텔입니다. 무엇을 도와드릴까요?
#Person2#: 네, 안개 때문에 제 항공편이 2시간 지연될 것 같아요. 예약을 유지해 주실 수 있나요?
#Person1#: 물론입니다. 성함을 알려 주시겠어요?
#Person2#: 링컨입니다. L-I-N-C-O-L-N이요. 감사합니다.",#Person1#은 링컨의 항공편 지연으로 인한 예약 유지를 지원합니다.,#Person1#: 안녕하세요. 캐피탈 호텔입니다. 무엇을 도와드릴까요?
237,0.0,"#Person1#: Lily, Lizzy 알아?
#Person2#: 어느 Lizzy 말하는 거야?
#Person1#: Lizzy Smith.
#Person2#: 당연히 알지.
#Person1#: 그럼 그녀의 여동생도 알아?
#Person2#: Mary 말하는 거야?
#Person1#: 맞아.
#Person2#: 물론이지. 난 그녀의 언니 Sue랑 동생 Mary도 알아.
#Person1#: 오, 그렇구나. 그럼 그녀의 엄마는?
#Person2#: 당연히 알아. 그녀의 엄마, 아빠, 그리고 오빠랑 자매들도 다 알고 있어.
#Person1#: 멋지네.
#Person2#: 갑자기 왜 그런 걸 물어보는 거야?
#Person1#: 그냥 그 가족을 언젠가 방문하고 싶어서.","#Person1#은 Lizzy의 가족에 대해 #Person2#에게 물어보고, 가족을 방문하고 싶다고 말한다.","#Person1#: Lily, Lizzy 알아? #Person2#: 어느 Lizzy 말하는 거야? #Person1#: Lizzy Smith.
#Person2#: 당연히 알지."
236,0.0,"#Person1#: 팬이 필요해. 
#Person2#: 알았어. 크기는 어떤 걸로 찾고 있어? 
#Person1#: 음, 크면 클수록 좋을 것 같아. 
#Person2#: 이거 한번 봐봐. 우리 가장 큰 팬이야. 
#Person1#: 맞아, 크기는 충분한데 나한테는 너무 무거워. 
#Person2#: 그렇다면, 같은 크기에 알루미늄으로 된 것도 있어. 
#Person1#: 아, 이건 가볍고 좋네. 근데 알루미늄 손잡이네. 
#Person2#: 이걸로 한번 해봐. 같은 알루미늄 팬인데, 열에 강한 대나무 손잡이야. 
#Person1#: 오, 이거 좋다. 이걸로 할게. 
#Person2#: 좋은 선택이야. 어떻게 결제할 거야? 
#Person1#: 현금으로 할게. 아, 깜빡할 뻔했네. 뚜껑도 필요해. 
#Person2#: 걱정 마세요. 뚜껑은 팬에 포함되어 있어요. 여기요.",#Person2#는 #Person1#이 열에 강한 대나무 손잡이와 뚜껑이 있는 큰 알루미늄 팬을 선택하도록 도와준다.,#Person1#: 팬이 필요해. #Person2#: 알았어. 크기는 어떤 걸로 찾고 있어?
235,0.0,"#Person1#: 'Ghost' 영화가 여섯 시 반에 시작하는데, 벌써 여섯 시 십오 분이야. 서둘러야겠다. 
#Person2#: 집 나서기 전에 당신이 느긋하게 있었잖아. 이제 와서 영화 보자고 재촉하네. 좀 웃기네! 
#Person1#: 화내지 마. 영화 놓칠까 봐 그런 거야. 이거 당신 제일 좋아하는 거잖아. 
#Person2#: 결혼하고 나서 당신이 나한테 점점 더 참을성이 없어지는 것 같아. 
#Person1#: 왜 그렇게 생각해? 
#Person2#: 집안일 얘기할 때마다 당신은 그냥 듣지도 않잖아. 
#Person1#: 그런 적 없어! 
#Person2#: 내 말 끊지 마! 그리고 조언이 필요할 때마다 당신은 그냥 알아서 하라고 하잖아. 
#Person1#: 그건 아마 내가 그때 일 때문에 바빠서, 좀 피곤했나 봐. 
#Person2#: 내가 일이 안 바쁜 것 같아? 
#Person1#: 여보, 오해하지 마. 나도 설명하기 어렵다. 하지만 정말로 나한테는 당신과 우리 애들밖에 없어. 
#Person2#: 아직 날 사랑해? 
#Person1#: 여보, 내가 가끔 부주의할지 몰라도, 매일 아침 식사 준비할 때 정말 신경 많이 써. 그게 내가 당신을 얼마나 사랑하는지 보여주잖아. 
#Person2#: 아, 여보, 그만 말해. 우리 러브스토리가 'Ghost'보다 더 감동적이야. 
#Person1#: 영화 보러 가자. 이제 시작할 시간이야.","#Person2#는 #Person1#이 조급해지고 더 이상 자신을 사랑하지 않을까 걱정하지만, #Person1#은 사랑을 표하며 #Person2#를 안심시켰고, 그들은 함께 영화를 보기로 합니다.","#Person1#: 'Ghost' 영화가 여섯 시 반에 시작하는데, 벌써 여섯 시 십오 분이야. 서둘러야겠다. #Person2#: 집 나서기 전에 당신이 느긋하게 있었잖아."
232,0.0,"#Person1#: 안녕, Sally.
#Person2#: 안녕, Tom. 어떻게 지내?
#Person1#: 잘 지내. 너 어디 가는 중이야?
#Person2#: 아, 나 일 끝나고 집에 가는 길이야.
#Person1#: 네가 일하는 줄 몰랐어.
#Person2#: 그래. 나 슈퍼마켓에서 아르바이트해.
#Person1#: 거기서 무슨 일 해?
#Person2#: 나는 신선 과일과 채소 다듬고 포장해. 그리고 선반에 물건 채우기도 해. 정말 바쁠 때는 계산대에서도 일해. 너는 일해, Tom?
#Person1#: 응. 나는 사람들 마당 일해 줘. 예를 들어 잔디 깎거나, 낙엽 긁어 모으거나, 잡초 뽑거나, 그런 것들 해.
#Person2#: 나도 그런 일 해보고 싶어. 야외에서 일하는 것 좋을 것 같아.
#Person1#: 가끔은 그래. 비가 오거나 눈이 오거나 너무 덥거나 너무 추울 때 빼고는 말이야...
#Person2#: 하하. 모든 일에는 단점이 있는 것 같아. 나도 내 일에서 물건 나르는 게 귀찮을 때가 있거든. 하지만 일은 일이야. 학교 다니려면 돈을 벌어야 해.
#Person1#: 나도 그래. 학비가 참 비싸지 않니? 하여간 이제 가봐야겠어. 오늘 오후에는 이웃들 위해 나무 심어야 해.
#Person2#: 너무 무리하지 마. 일하고, 수업 듣고, 공부하고... 한 사람에게는 가끔 감당하기 버거울 수 있어. 쉬엄쉬엄 해.
#Person1#: 너도 그래. 만나서 반가웠어, Sally!","Sally와 Tom은 각자의 일에 대해 이야기한다. Sally는 슈퍼마켓에서 아르바이트를 하고, Tom은 사람들의 마당 일을 한다. 그들은 각 직업의 단점을 논의하면서도 학교를 다니기 위해 돈을 벌어야 한다고 말한다.","#Person1#: 안녕, Sally.
#Person2#: 안녕, Tom. 어떻게 지내? #Person1#: 잘 지내. 너 어디 가는 중이야?"
224,0.0,"#Person1#: 저기요, 계산할게요.
#Person2#: 이름 부를 때까지 기다려 주세요. 네, 진찰비하고 3일치 약값이 포함돼서 총 백 위안입니다.
#Person1#: 여기 있습니다.
#Person2#: 네, 영수증 드릴게요. 약국은 저쪽이에요. 그런데, 회사 보험으로 처리되나요?
#Person1#: 아니요, 제가 직접 낼 거예요. 하지만 개인 보험이 있어요.
#Person2#: 그러면, 환급 받을 수 있도록 증명서를 드릴게요.
#Person1#: 정말 감사합니다.
#Person2#: 이 영수증 잃어버리지 마세요. 보험사 서류 문제가 있을 때 도움이 필요하거든요.","#Person1#은 #Person2#의 도움으로 계산을 하고, 보험 청구를 위해 영수증을 잘 보관하라는 조언을 받습니다.","#Person1#: 저기요, 계산할게요. #Person2#: 이름 부를 때까지 기다려 주세요. 네, 진찰비하고 3일치 약값이 포함돼서 총 백 위안입니다."
222,0.0,"#Person1#: 너 상 받았다는 소식 들었어, 축하해! 
#Person2#: 고마워. 사실 나도 놀랐어. 경쟁자가 엄청 많았거든. 
#Person1#: 네가 그동안 열심히 일한 걸 알잖아. 너는 당연히 그 상 받을 자격이 있어. 
#Person2#: 정말 고마워. 곧 있으면 너도 후보로 지명될 거야. 너도 정말 훌륭한 일을 하고 있어.","#Person1#은 #Person2#의 수상을 축하하며, #Person2#는 #Person1#에게도 칭찬과 기대의 말을 전합니다.","#Person1#: 너 상 받았다는 소식 들었어, 축하해! #Person2#: 고마워. 사실 나도 놀랐어."
218,0.0,"#Person1#: 엄마! 설거지하는 거 도와줄까요?
#Person2#: 양파를 까고 씻은 다음에 잘라서 넣어줘.
#Person1#: 알겠어요! 그럼 그거 끝나고는 뭐 하면 돼요?
#Person2#: 어디 보자. 저기 있는 배추 좀 씻어줘.
#Person1#: 알았어요.
#Person2#: 너희 아빠 지금 뭐 하고 계셔?
#Person1#: 소파에서 신문 보고 계세요.
#Person2#: 다니엘은?
#Person1#: 당연히 울트라맨과 함께 있지. 그거 엄청 좋아하잖아요.
#Person2#: 필러 조심해. 손 다치지 않게.
#Person1#: 네, 조심할게요.
#Person2#: 좋아, 다 끝났어. 아빠랑 동생 불러줄래?
#Person1#: 네!",#Person1#이 엄마를 도와 요리를 준비하고 있습니다. 엄마는 #Person1#에게 아빠와 다니엘이 무엇을 하고 있는지 묻습니다.,#Person1#: 엄마! 설거지하는 거 도와줄까요? #Person2#: 양파를 까고 씻은 다음에 잘라서 넣어줘.
217,0.0,"#Person1#: 나 너무 배고파. 우리 지금 먹으러 갈래, Rick?
#Person2#: 물론이지. 어디 가고 싶어? 특별히 먹고 싶은 거 있어?
#Person1#: 만두 어때? 만두를 아무리 먹어도 질리지가 않아.
#Person2#: 또 만두야?! 아, Amy, 우리 새로운 걸 시도해보자!
#Person1#: 음, 그럼 너는 뭐 먹고 싶어?
#Person2#: 몽골리안 핫팟 어때?
#Person1#: 아, 나한텐 너무 매워. 지난번에 양고기 먹었을 때 기억 안 나? 너무 매워서 눈물이 나더라고!
#Person2#: 이번에는 위엔양팟 어때? 안 매운 육수를 선택할 수 있어.
#Person1#: 좋네. 거기서 면도 팔아? 나 지금 맛있는 면도 좀 먹고 싶은데.
#Person2#: 응. 거기서 파는 손칼국수는 산시 요리 중에서도 가장 정통적이야.
#Person1#: 좋다. 가자!
#Person2#: 잠깐만. 스웨터 하나 챙길게.",Amy는 만두를 원하지만 Rick는 핫팟을 먹고 싶어한다. 그들은 결국 위엔양팟을 시도하고 면을 먹기로 결정한다.,"#Person1#: 나 너무 배고파. 우리 지금 먹으러 갈래, Rick?"
